"TractId","State","County","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment"
4013420110,"Arizona","Maricopa",5139,2584,2555,9.7,87.3,0.8,1.8,0.2,0,3792,88750,13451,36594,3906,8.1,5.4,45,16.5,23.7,10.5,4.3,75.8,11.8,0,0.8,2.2,9.4,30.2,2325,73.5,15.7,9.6,1.2,6.1
4013420111,"Arizona","Maricopa",3921,2065,1856,21.4,68.7,1.2,2.8,1.2,0,2849,56436,6840,25201,4610,15.6,20.7,28.6,15.3,30.1,15.2,10.9,81.9,8.5,0,0,4.2,5.5,32.2,1795,83.1,11.3,5.6,0,10.5
4013420112,"Arizona","Maricopa",3262,1585,1677,15.4,79.2,1.7,0,1,0,2414,69783,17471,30904,4477,2.9,2.4,37.5,12.4,28.7,9.8,11.5,80.1,9.2,1.3,1.1,2.3,5.9,29,1752,85.3,11.5,2.5,0.7,2.2
4013420113,"Arizona","Maricopa",3038,1394,1644,16.8,72.2,10,0,0,0,2212,31609,3287,19960,3329,24.5,38.7,27.9,26.1,31.1,3.4,11.4,79.3,16.3,0,0,2.3,2.1,26.1,1175,87.4,9.4,3.2,0,14.7
4013420114,"Arizona","Maricopa",3934,2138,1796,35,56.8,4.1,0,1.2,0,2564,44115,4079,18338,2657,30,49.4,23.8,20.4,29.9,16.2,9.8,73.8,16.1,1,0,2.8,6.3,31.5,1772,91,4.5,4.5,0,8.8
4013420115,"Arizona","Maricopa",3015,1467,1548,23.6,74.9,0,0.3,0.7,0,1889,34375,8771,19255,3512,36.6,69.1,31,19.2,22.3,10,17.6,82.8,10.2,0,0,0,7,25.4,1002,76.9,15,8.1,0,12
4013420116,"Arizona","Maricopa",2578,1277,1301,7.4,86.9,0.3,0,2.9,0.5,2102,33519,8743,20194,1811,14.8,12.1,21.5,26.5,25.3,13.4,13.3,83,10.2,0,0,3.7,3.1,26.8,762,84.6,8,7.3,0,11.2
4013420202,"Arizona","Maricopa",5296,2349,2947,14.5,80.7,1.8,0,1.9,0,4536,41701,3079,24645,2789,7.2,2,26.7,27,29.7,7.4,9.1,86.2,11.3,1.6,0.9,0,0,24.3,2231,81,11.5,7.4,0,9.3
4013420206,"Arizona","Maricopa",3532,1493,2039,4.8,93.9,0,0,0.6,0.8,2998,39295,3759,30845,4336,17,62,29.2,14.6,35.3,13.6,7.2,85.6,8.7,0,0.8,0,4.8,22.8,872,79.9,10.6,9.5,0,6.7
4013420207,"Arizona","Maricopa",2837,1438,1399,10.8,87.8,0.2,0,0.6,0,2334,104813,23151,57776,12427,2.7,0,48.2,15.2,24.3,2.7,9.5,75.1,4.1,0.9,0.7,5,14.3,24.6,1358,78.7,11.4,9.9,0,3.7
4013420208,"Arizona","Maricopa",5456,2688,2768,29.2,65.4,1,1.9,0.4,0.4,3538,66713,6160,27383,2964,13.6,18,33.7,21,24.8,11.9,8.6,80.9,11.5,1.1,0,1.4,5.1,25.8,2712,84.6,12.4,3.1,0,3.1
4013420209,"Arizona","Maricopa",4142,1814,2328,6.3,86.8,3.1,0.3,2.8,0,3425,52860,9560,28892,3023,6.9,5.5,42.6,13.6,25,7.9,10.9,72.2,8.1,0.6,1.3,2.4,15.4,26,1701,79.8,10.9,9.3,0,5.3
4013420210,"Arizona","Maricopa",5491,2814,2677,21.5,73,0.7,2,1,0.3,4091,52394,7974,28388,3968,13.8,22.5,36.2,13.8,26.1,11.5,12.4,81.1,5.1,0,0.8,5.4,7.7,24.2,2399,80,12.2,7.8,0,4.1
4013420211,"Arizona","Maricopa",4224,2197,2027,5.5,87.1,0.9,0.2,3.6,0.2,3327,89440,14072,38598,3394,2.6,2.4,49.1,13.5,28,4.7,4.8,78.4,7.7,0,3.5,1.7,8.7,22.4,2264,81.4,12.6,6,0,4.2
4013420212,"Arizona","Maricopa",3007,1420,1587,9.6,85.4,0.6,3.9,0.4,0,2548,60819,10335,37664,5089,8,18.9,31.4,19.4,26.7,11,11.5,79.8,3.2,2.1,4.5,3.1,7.3,23.9,1546,83.6,12.6,3.2,0.5,0.5
4013420213,"Arizona","Maricopa",1991,971,1020,0.6,97.9,0,0,0,0,1598,48889,10290,33372,3752,9.3,0,4.5,32.8,58.1,4.5,0,59.1,0,0,27.8,13.1,0,14.8,198,75.8,14.1,5.6,4.5,0
4013420214,"Arizona","Maricopa",3585,1418,2167,10.5,83.1,3.5,0.9,0.2,0.6,3034,39957,4262,29558,7301,14.6,31.2,34.6,23.4,18.8,7.7,15.5,75.9,8.1,2,3.1,4.8,6,29.8,1237,87.3,12.7,0,0,5.8
4013420215,"Arizona","Maricopa",1856,952,904,10,84.6,1.8,0,0.3,0,1364,81250,12105,30709,5606,18.4,31.6,44.1,14.5,18.4,12.5,10.5,84.2,1.3,0,0,3.4,11.1,22,889,81,11.7,7.3,0,4
4013420216,"Arizona","Maricopa",4040,1875,2165,18.2,79.6,0,0.1,1,0,3263,60093,14630,34808,3610,9.7,2.2,41.5,10.9,32.1,8.9,6.6,81.9,3.3,0.4,0.6,5.9,8,29.5,1731,83.2,8.5,7.9,0.5,9.2
4013420301,"Arizona","Maricopa",2292,1158,1134,13.4,73.4,4.2,0,6.8,0,1616,88466,12622,35519,5648,8.5,14.9,37.8,19.8,32.3,4.3,5.8,74.4,11.2,4.5,0,1.1,8.8,26.1,1134,79.1,10.1,10.8,0,8.6
4013420302,"Arizona","Maricopa",5117,2549,2568,8.3,84.4,4.7,0,1.7,0,3557,84095,17050,35615,3969,11.3,13,50.2,15.3,25.7,1.4,7.3,84.3,4.4,0.8,1.2,2.6,6.7,22.7,2144,75.9,16.5,7.6,0,6.9
4013420303,"Arizona","Maricopa",4420,2116,2304,25.1,69.2,0,3.8,0.9,0,2808,84022,7276,29953,3253,9.2,12.9,43.8,16.8,23.2,8.3,7.9,73.7,10.6,5.3,0.9,1.8,7.7,25.6,2134,75.1,12.4,12.5,0,5.2
4013420304,"Arizona","Maricopa",1256,640,616,4,73.6,1.1,0.4,19.3,0.4,939,126964,24577,50558,13211,4.9,0,60.7,2.6,25.3,2.4,8.9,71.2,14.7,1,0,0,13.1,29.5,537,84.2,8.9,6.9,0,5.6
4013420401,"Arizona","Maricopa",4451,2370,2081,43.2,45.7,5,2.9,0.8,0,2672,31975,7023,19457,3800,42.5,59.6,16.9,31.8,23.8,17,10.5,82.3,12,1,0.4,2.2,2,23,1936,82.9,8.7,7.6,0.8,11.7
4013420402,"Arizona","Maricopa",2798,1472,1326,7.2,86.2,0.2,0.9,3.7,0,1911,91842,28291,35307,5509,5.8,4,55,18.3,15.5,4.7,6.4,80.9,9.9,0,0,0.3,8.9,24.4,1087,81.7,12.2,6.1,0,4.3
4013420501,"Arizona","Maricopa",6757,3377,3380,33.8,46.9,7.1,5.1,3.4,0,4224,39135,5411,20473,3055,22.3,28.6,25.5,23.9,25.6,15,10,78.8,11.6,1.9,1.3,2.4,4,25.6,3353,78.9,15.9,5.2,0,3.3
4013420503,"Arizona","Maricopa",3782,1833,1949,25,55.6,8.6,4,0.6,2.3,2443,40750,5991,20171,2779,25.1,26.8,30.7,18.3,29,12.8,9.1,83.5,6.2,0.5,0,5.9,3.9,24.6,1721,85.4,10.7,3.8,0,7.6
4013420504,"Arizona","Maricopa",3474,1647,1827,25.3,64.9,2.6,3.1,0.3,0,2492,61961,12934,28111,3298,6.1,7.5,36.2,16.4,28.1,11.6,7.8,75.2,15.2,3,0.5,0.8,5.3,23.7,1956,77,12.1,9.9,1,3
4013420602,"Arizona","Maricopa",5279,2544,2735,21.4,72.5,1.8,1.3,1.5,0.9,3878,80074,12478,27830,3602,10.6,6.4,36.9,17.9,25,14.2,6,84.1,5.9,0.2,1.3,2,6.6,23.7,2664,82.4,7.4,10.2,0,4.9
4013420603,"Arizona","Maricopa",4096,1965,2131,13.4,80,1.8,1.2,0.6,2.8,3147,68750,13952,29141,3156,8.6,5.7,38.1,13.5,31.8,11.6,5,65.5,16,1.3,8.7,1.8,6.7,21.8,2256,82.6,12.9,4.5,0,4.1
4013420604,"Arizona","Maricopa",4367,2265,2102,17.4,77,1.6,0.7,1.1,0.1,3196,78056,13243,31008,4382,6.8,8,44.1,17.8,24.1,8.8,5.2,80.8,8.6,1.8,0,1,7.8,22.1,1980,84.5,11.7,3.8,0,3.8
4013420704,"Arizona","Maricopa",4690,2292,2398,12.4,77.5,5.8,0.5,0.7,0.7,3453,70781,21246,31740,3532,10.2,13.7,39.2,12.3,32.5,7.1,8.9,74,7.7,1.8,3.5,5,8.1,24.2,2526,77.4,15.7,6.8,0,8
4013420705,"Arizona","Maricopa",3752,2051,1701,3.4,86.3,1.3,2.7,3.8,0,2611,128519,19786,49284,7975,5.7,7.3,59.8,9.3,26.3,1.9,2.8,82.1,7,0,0.4,1.7,8.8,21.3,1630,83.6,8.7,7.7,0,6.2
4013420706,"Arizona","Maricopa",4848,2578,2270,12.5,76.5,1.9,4,4.3,0,3257,67619,9031,32033,3309,8.5,12.8,39.6,16.6,21.9,13.3,8.6,78.1,15,2.2,0,1.4,3.3,24.6,2505,78.6,10.9,10,0.4,7.5
4013420707,"Arizona","Maricopa",2403,1108,1295,8.9,84.6,4.5,0,0.3,0.2,1920,40795,3862,26921,4812,20.2,0,41.1,9,37,4.1,8.9,73.5,15.9,6.6,1.8,1.1,1.1,23.8,833,86.4,11.4,2.2,0,10.3
4013420708,"Arizona","Maricopa",4261,1928,2333,5.7,80.1,1.2,7.6,1.1,1.7,3202,30533,8103,19880,2628,21.4,51.3,23.7,22.5,41.9,0,11.8,82.7,9.8,6.5,0,0,1.1,26.5,1224,88.4,9.3,2.3,0,1
4013420709,"Arizona","Maricopa",3231,1437,1794,14.1,79.9,1,1.3,0,0,2724,39000,5667,27136,2332,14.3,52,22.4,22.7,33.5,5.9,15.5,69.3,0.9,4.1,3,15.2,7.5,30.9,982,85.4,9.5,5.1,0,11.2
4013420710,"Arizona","Maricopa",3709,1692,2017,29.2,59.2,10.4,0,0.9,0,2660,43224,13005,25149,4557,22.5,41.4,25.8,26.3,24.5,16.3,7.1,78.3,8.7,10.3,0,1.8,1,26.7,1568,86.9,8.7,4.4,0,12.4
4013420800,"Arizona","Maricopa",4913,2141,2772,25.2,67.1,3.2,3.1,0,0,2987,50982,7158,24296,2862,16.8,16.6,42.5,19.7,16,10.8,10.9,69.7,14.9,3.5,3.6,2,6.3,24.3,2229,82,10,6.4,1.6,3.9
4013420901,"Arizona","Maricopa",3751,1895,1856,42.4,42.6,6.4,7.4,0.2,0,1931,43059,6570,18984,4884,31,42.9,25.7,23.5,20.5,16,14.3,74.9,13.2,2.5,2.9,3.9,2.7,23,1551,89.2,7.2,3.5,0,7.1
4013420902,"Arizona","Maricopa",3793,1954,1839,31.9,59.7,2.1,0.8,1,0,2540,51380,4310,24092,3847,16.1,19.4,28.6,23.5,30,9.7,8.3,76.4,10.5,5.4,0.5,1.7,5.7,22.7,1996,80.4,13.4,5.7,0.5,4
4013421001,"Arizona","Maricopa",4011,1881,2130,28,64.1,5.6,1.2,0,0.3,2838,31424,2726,21778,2685,25.1,47.9,31.1,17,23.8,20.8,7.3,71.3,15.3,3.8,1.4,3,5.1,22.5,1646,78.5,11.2,9.8,0.5,10.3
4013421002,"Arizona","Maricopa",3000,1428,1572,32.8,46.9,15.9,3.5,0,0,2004,30016,5145,21182,3892,31.7,56,25.5,17.7,32,15,9.7,75.2,10.2,5.8,3.6,0.7,4.5,21.9,1296,82.9,8.7,8.3,0,5.9
4013421101,"Arizona","Maricopa",4389,2393,1996,46.5,46.3,1.9,2.4,1.2,0,2677,46815,8695,22661,3047,15,21.9,26.7,25.3,22.6,16.7,8.7,79,8.8,1.1,0.4,2.8,7.9,22.2,2563,84.2,9.9,5.9,0,4.2
4013421102,"Arizona","Maricopa",7091,3407,3684,35.1,50.8,1.8,6.4,1.2,0,4135,45500,6858,19032,2402,27.7,35.2,24.1,19.3,27.1,18.3,11.1,72.9,15.3,3.1,3.7,3.1,1.9,23.2,3248,86.1,9.3,4.2,0.5,4.9
4013421201,"Arizona","Maricopa",5096,3081,2015,26.6,51.9,10.5,1.5,7.8,0,3870,44191,5870,27606,2820,13.3,11.6,33.5,16,36.9,3.9,9.6,79.8,7.9,3.5,2,0.3,6.6,22.1,3231,90.5,5.3,4.3,0,5.9
4013421202,"Arizona","Maricopa",4098,1999,2099,33.7,54.6,1.6,4,1.6,0,2688,42614,3883,20998,2120,11.7,5.1,30.2,20.1,27,12.4,10.4,78.2,14,2.5,0.4,1.6,3.3,22.8,1998,80.6,11.1,8.3,0,7.2
4013421302,"Arizona","Maricopa",6284,3095,3189,48.4,42.4,2,1.9,0,2.2,3653,34385,4884,18313,3398,25.9,37.3,21.9,29.9,18.1,18.1,12,58.7,21,5.1,7.4,2.2,5.5,23.6,2955,84,8.2,7.8,0,13.9
4013421303,"Arizona","Maricopa",5360,2873,2487,46.1,35.4,6.8,3.1,3.1,0.3,2902,35955,4468,14703,1514,27.7,34.9,19.8,25.6,33.9,11.1,9.6,68.7,18.3,3.3,0.2,5.4,4.1,23.4,2519,85.6,10.2,3.9,0.2,6.7
4013421304,"Arizona","Maricopa",3019,1400,1619,24.3,42.6,10.4,5.7,13.3,1,1958,31913,3672,17827,2575,32.9,56,30.5,16.4,34.7,6.3,12.2,68.2,15.2,10.2,2.1,4.3,0,23.6,1759,86.4,11.3,2.3,0,2.4
4013421400,"Arizona","Maricopa",2480,1214,1266,34,51.5,5.4,5,0.4,1,1952,26194,6921,18741,4661,30.5,33.1,16.4,23.2,35.4,8,17,57,12,11.6,11.7,7.2,0.5,30,1186,82.9,12.7,4.4,0,8.1
4013421501,"Arizona","Maricopa",3647,1752,1895,52.8,40,0.3,1.7,0.9,0,1844,34420,9365,14809,1269,21.2,24.5,26,23.1,26.6,12.6,11.7,74,15.4,0,1.6,3.9,5.1,21.9,1643,86.7,6,5.8,1.5,11.1
4013421502,"Arizona","Maricopa",3263,1509,1754,46.1,41.4,11.7,0.7,0.1,0,1766,40231,7782,17067,2894,29.5,50.8,27.4,25.4,20.9,7.6,18.7,74.2,13.5,2.8,0.1,2.3,7.2,21,1398,82.9,11.6,5.5,0,6.9
4013421601,"Arizona","Maricopa",4008,1955,2053,58.8,37.3,0.5,0,0,2.4,1754,44615,8879,16097,2194,22.5,27.8,18.7,34.1,21,15.1,11.1,75.2,16.6,3.5,0.3,3.5,0.9,25.4,1816,86.3,5.6,8.1,0,1.5
4013421602,"Arizona","Maricopa",4700,2599,2101,78.9,19.3,0,0.9,0.8,0,2141,30903,11467,13252,2337,38,56.2,18.6,24.7,18.8,20.8,17.1,72,14.8,0.7,9.9,1.4,1.2,27.7,2088,84.5,5.9,9.5,0,5.7
4013421701,"Arizona","Maricopa",4551,2272,2279,33.9,47.7,14.8,1.9,0.6,0.2,2993,37132,5740,21786,3684,16.4,24,30.4,30.7,22,7.4,9.4,73.7,9.9,8.2,0.9,4.4,2.9,25.5,2511,83,10.2,6.8,0,5.7
4013421702,"Arizona","Maricopa",4291,2244,2047,48.1,46.5,1.3,0,1,2.3,2444,29936,4843,14448,1910,31.4,49.4,16.8,24.4,24.4,15.5,18.9,54.9,27.1,2,5.5,7.9,2.6,23.5,1465,73.8,12.5,13.7,0,11.1
4013421801,"Arizona","Maricopa",2864,1370,1494,49.8,43.5,1.1,0.9,0.2,0,1738,48600,6616,18779,2646,16.9,25.2,20.2,19.2,34.4,14.1,12.2,77.4,17.7,2.8,0,1.7,0.4,25.7,1325,75.9,13.9,10.2,0,4.7
4013421802,"Arizona","Maricopa",5134,2552,2582,61.3,30.4,2.1,4.7,0,0.3,2636,41923,6349,17127,2493,29.7,43.9,22.7,33.2,21.7,12.3,10,65.2,20.5,5.1,2.9,5.7,0.6,25.6,2505,89.5,8.1,2.2,0.2,5.5
4013421901,"Arizona","Maricopa",3981,2095,1886,68.3,25.5,2.6,1.3,0.4,0,1973,43892,8054,16070,1870,24.3,38.8,17.9,31.4,22.9,17.3,10.5,78,10.3,1.9,2.2,3.6,3.9,27.5,2003,87.2,9.3,3.5,0,6
4013421902,"Arizona","Maricopa",6538,3458,3080,76.8,19.1,0.8,2,1.1,0,2258,31875,3403,11829,1360,39.1,56.4,15.4,36.9,19,16.4,12.3,60.6,24.7,0.3,3.4,6.2,4.9,23.4,2657,81.2,9.2,9.6,0,8.2
4013422001,"Arizona","Maricopa",4658,2116,2542,80.3,15.5,0.6,0.5,0.6,1,1767,29431,3157,11132,1535,44.8,63,15.1,34.5,21.9,21.8,6.7,62.2,25,2.7,4.6,2.5,3,21,2012,83.8,9.3,6.8,0.1,8.4
4013422002,"Arizona","Maricopa",3904,1882,2022,63.5,26.9,5.5,1.7,0.8,0,2115,31169,2729,15003,2120,29,38.8,16.9,34.2,19.3,14.3,15.2,72.3,13.2,5,1.9,1.1,6.5,23.2,1680,87.9,5.1,7,0,10.8
4013422102,"Arizona","Maricopa",4824,2302,2522,56.9,33.2,3.9,3.9,0.9,0,2787,33105,4836,14671,2032,38.4,65.2,23.2,34.6,22.4,8.1,11.6,67.9,22.8,3,0.3,1.4,4.5,23.7,1971,82.9,4.8,12.4,0,11.9
4013422103,"Arizona","Maricopa",4527,2458,2069,29.9,40.6,9.8,13.3,5.6,0,3303,31611,4682,19115,2727,25.5,41,18.2,26.8,33.3,9.2,12.5,71.1,13.1,8,1,3.3,3.3,21.4,2463,92.6,4.3,3.1,0,8.5
4013422104,"Arizona","Maricopa",6602,3401,3201,41.2,34.7,4.9,10.7,4.5,1,3752,34944,6372,21862,6672,32.3,41,30.3,25.4,25,10,9.2,73.6,10.2,10.4,1.2,2.4,2.2,23.3,3039,81.1,12.8,6.1,0,11.7
4013422105,"Arizona","Maricopa",3795,1982,1813,59.7,28.9,3.8,1.2,1.6,0,2297,34196,6621,14174,1635,30.3,46.6,25.2,30.9,15.8,16.5,11.6,78.5,10.6,1.9,3.8,4.1,1.1,21.7,1721,84.4,11.6,4.1,0,13.5
4013422106,"Arizona","Maricopa",6847,3775,3072,65.4,22.8,7.6,1.8,1,0.3,3514,37600,7718,17321,2517,27.5,35.3,17.7,42.9,15.2,16,8.2,64.2,22.4,6.6,2.7,2,2.1,24.7,3381,88.1,7,4.9,0,3.2
4013422107,"Arizona","Maricopa",4086,1930,2156,38.6,37.1,11,8.3,3.9,0,2821,38676,5272,19134,2346,22.1,40.3,27.8,24.7,28.1,8.7,10.7,80.1,3.8,6.1,4.1,4.2,1.7,24.1,2526,84.3,12,3.7,0,5
4013422203,"Arizona","Maricopa",5049,2297,2752,24.9,54.2,9.8,3.3,1.1,0,3438,41958,3746,23572,3743,19.3,25.5,30.1,19.6,31.2,3.4,15.6,69.5,13.5,2.7,3.6,6.8,3.9,24.7,2627,82.1,9.3,8.3,0.3,10.2
4013422204,"Arizona","Maricopa",2939,1445,1494,12.1,69.8,2.1,2.9,3.9,3.1,2257,40435,6024,28240,5929,15.6,9.2,31.2,19.7,32.9,2.5,13.7,77.7,12.4,1.9,2.2,3.5,2.3,20.4,1617,83.5,14.1,2.4,0,6.2
4013422205,"Arizona","Maricopa",1422,655,767,16.9,73.9,0,4.1,1.3,0,1125,73860,7396,37582,6177,3.2,3.9,40.7,7.2,39,5,8.1,89.9,5.6,0.7,0.5,0.6,2.7,19.6,857,86.3,8.5,5.1,0,2.1
4013422209,"Arizona","Maricopa",6731,3450,3281,15.1,63.1,7.7,3.1,6.8,0,5081,64083,8179,28243,3153,8.1,1.9,29.4,13.3,40.1,9.3,7.9,79.8,11.5,0.9,0.8,1.8,5.2,22,4286,89.3,7.1,2.7,0.9,3.5
4013422210,"Arizona","Maricopa",5569,3067,2502,22.7,65,1,5.6,4.5,0,3982,73190,9763,28057,2631,10.6,15,34.1,18.4,27.2,11.6,8.7,78.9,11.8,0.7,3.3,2.4,2.9,22.3,3129,84.5,10.3,5.2,0,2.6
4013422211,"Arizona","Maricopa",2656,1236,1420,16.3,71.3,0.1,0,11.2,0,1964,78214,11503,38164,5554,13.3,27.6,47.4,7.1,30.4,11.5,3.6,68.2,5.8,1.2,1.1,14,9.6,18.7,1385,88.2,7.1,4.1,0.6,2.8
4013422212,"Arizona","Maricopa",4378,2130,2248,15.4,75.8,2.6,2.4,3,0,3449,79515,8908,39392,4111,10.3,25.6,51.5,14.2,23.6,4.1,6.6,83.8,10.7,1.6,0,0.5,3.5,21.9,2280,81.8,15.1,3.1,0,4
4013422213,"Arizona","Maricopa",2738,1438,1300,20.6,72.7,0.8,1.5,1.8,0.8,1969,71875,9231,29861,2410,8.9,11.3,42.4,21.1,22.4,9.5,4.5,82.8,10.5,0.5,0.6,1.3,4.4,23,1562,82.1,10.3,7.6,0,5.7
4013422215,"Arizona","Maricopa",1996,1020,976,28.2,62,6.1,0.5,2.4,0,1558,62379,8704,27667,2826,7.1,7.1,39.3,12.4,29.4,6.8,12.1,80.7,9.2,1.4,3.1,1.5,4.1,24.5,1114,88.5,9.4,2.1,0,9.4
4013422216,"Arizona","Maricopa",5940,2937,3003,17.1,69.5,5.2,0.8,3,0,4437,85500,7766,31733,3662,11.5,22.6,40.7,14,28.5,8.4,8.3,81.2,11.1,0.5,2,1.1,4.1,20.9,3268,85.2,11,3.5,0.3,6.9
4013422217,"Arizona","Maricopa",3589,1844,1745,23,66.2,0.5,6.2,1.4,0,2913,50922,6967,27952,3031,14,23.2,44.4,13.9,23.8,6.9,11,84.4,4.1,1.9,2.3,2.6,4.8,22.9,2011,77.2,18.3,4.4,0,7.2
4013422218,"Arizona","Maricopa",2872,1410,1462,15.4,71.6,3.3,2.5,4.9,0,2111,54973,10340,29509,5124,10.2,14.1,37.8,14.8,23.5,13,10.9,82.1,10.7,0,0,0,7.2,18.2,1475,89.8,5.4,4.8,0,8.8
4013422219,"Arizona","Maricopa",3016,1404,1612,27.3,58.7,2.3,1.6,3.5,0,2243,64352,7644,26068,3202,18.3,39.9,38.4,11.3,37,8.9,4.4,74.3,14.4,1.6,0.5,5.9,3.2,25.4,1696,87.4,10.1,2.5,0,6.9
4013422220,"Arizona","Maricopa",1996,1021,975,8.6,80.1,0.8,4.3,4,0,1397,88380,6798,34935,5351,16.3,12.2,56.3,8.9,19.8,9.7,5.3,88.6,5.4,0,0,1,4.9,22.7,874,81.7,13.5,4.8,0,4.3
4013422221,"Arizona","Maricopa",3872,1947,1925,18.1,73,3.4,1.9,2,0.6,2964,53879,11391,32352,3713,11.3,17.8,37.7,21.2,28.6,4.7,7.9,79.3,6.4,5.7,2.7,2.9,3.1,27.2,2316,90.5,7,2.4,0,4.5
4013422222,"Arizona","Maricopa",2261,1149,1112,10.7,78,3.3,0.4,5.5,1,1642,81319,12637,34531,5072,9.9,6.9,40.6,20,27.5,7.9,3.9,78.7,12.8,0.5,0.4,1.3,6.3,20.4,1287,76.5,18.5,5,0,4.9
4013422301,"Arizona","Maricopa",5800,2985,2815,69.8,24.2,1.8,2.1,0.4,0,2940,50992,6524,16481,2043,27.6,48.6,18.5,18,34.5,12.9,16.1,79.2,14.8,0.7,0,1.4,3.9,22.7,2563,84.1,9.4,6.5,0,11.1
4013422302,"Arizona","Maricopa",5053,2458,2595,29.3,56.5,1.4,0.9,6.5,0.9,3413,47113,7809,21631,2095,8.9,6.5,36,23.9,22.9,6.4,10.9,78.3,10.7,2.5,2.5,1.9,4.1,21.6,2656,82.7,10.1,6.3,0.9,5.8
4013422304,"Arizona","Maricopa",2878,1592,1286,25.3,57.9,7.2,1.4,5.5,0,2142,57655,4257,28276,3932,13.3,15.3,33.1,21.4,27.6,8.6,9.3,86.1,7.2,0,3.4,0,3.3,23.2,1671,88.2,5.7,6.1,0,3.8
4013422305,"Arizona","Maricopa",5471,2386,3085,10.1,78,0,0.7,8,0,4266,86630,11415,36720,3454,1.8,2.8,49.7,15.2,27.8,0.6,6.7,82.1,12,0.6,0,2.9,2.5,23.5,2753,87.3,8,4.8,0,7.6
4013422307,"Arizona","Maricopa",4416,2175,2241,29.2,57.9,4.9,0,5.9,0,3087,57857,11448,30971,5313,10.6,7.8,39,16.7,28.6,7,8.8,80.4,5.5,2.5,0.7,3,7.8,22.4,2473,80.5,11.4,8.1,0,3.7
4013422308,"Arizona","Maricopa",5486,2622,2864,19.1,67.2,2.5,0.2,9.1,0.2,3771,91343,8339,36258,4228,4.9,2.2,44.4,13.7,28,7.1,6.9,82.8,5.9,0.6,0.9,3.8,6.1,22.4,3048,85,10.4,4.7,0,6
4013422309,"Arizona","Maricopa",4859,2482,2377,18.5,68.8,1.4,0.6,7,0,3407,82128,4832,34546,2997,8.1,5.1,47.2,10.3,29.3,6.6,6.6,81.2,6.4,2.4,0.4,2.8,6.7,24.6,2669,83.8,12,4.2,0,3.8
4013422401,"Arizona","Maricopa",2881,1351,1530,22.6,62.3,4.8,0.8,3.5,0,2217,52625,9830,29574,4814,7.3,9.7,34.4,20.4,31.8,6.9,6.4,87.4,7.9,0.8,1.6,2,0.5,24.6,1747,86,11.6,2.3,0,3.9
4013422402,"Arizona","Maricopa",5478,2718,2760,34.7,50.8,3.7,0.5,7.7,0,3562,62464,7350,24426,2764,15.6,23,34.1,22.4,28.3,5.9,9.3,80.8,9.8,0.5,1.3,4.7,2.9,23.2,2527,82.2,13.4,4.4,0,7.3
4013422403,"Arizona","Maricopa",4735,2237,2498,20.7,66.9,1.5,1.9,6.4,0.1,3475,79167,4210,37066,5536,4.6,4.6,35.7,20.9,27.8,6.3,9.3,74.3,15.9,1.1,1.4,0.7,6.6,23.5,2493,73.1,19.3,7.2,0.4,4.5
4013422404,"Arizona","Maricopa",4235,2294,1941,14.3,74.4,2.1,1,1.2,0.4,3002,101875,15930,36887,3962,3,2.7,43.8,12.6,31.7,6.9,4.9,75.6,9.3,0,3,3.2,8.8,23.6,2210,86.8,11.4,1.8,0,3.2
4013422501,"Arizona","Maricopa",6150,3023,3127,30.5,57.9,7.4,0,0.8,0.2,4352,66648,6550,24082,2482,9.2,11.6,32.5,13,31.9,9.4,13.2,86.2,9,0.3,0,2.9,1.6,24.4,3152,83.2,12.7,3.8,0.3,5.6
4013422502,"Arizona","Maricopa",6173,3235,2938,31.7,59.3,0.4,2.8,0.6,2.4,4092,55667,5745,23100,2700,14.2,16.2,31.7,20.8,23.9,13.2,10.5,81.1,8.3,1.8,0.5,1.9,6.5,24.4,2684,87.3,8.2,4.5,0,5.3
4013422503,"Arizona","Maricopa",7167,3386,3781,40.8,51.1,0.5,2,2.6,0,4851,49018,5590,21228,2182,15.2,25.2,21,25,30.1,10.8,13.1,68.2,18.6,3.7,1.5,3,5.1,24.4,4023,83.2,10.7,6.2,0,5.1
4013422504,"Arizona","Maricopa",5098,2551,2547,22.7,66.8,0.4,1.4,5.5,0.1,3505,67699,8093,28753,3900,13,25.9,36.6,15.8,27.9,7.3,12.4,78.4,13.6,0,0.1,1,6.9,24.9,2748,80.8,11,8.2,0,5
4013422506,"Arizona","Maricopa",5008,2578,2430,17.3,75.4,1.1,0,4.3,0.5,3577,78470,7511,35238,3362,4.8,4,47.4,8.1,31.1,9.2,4.2,78.2,6.8,1.2,0.3,2.7,10.7,24.8,2598,83.1,12.9,4,0,4
4013422507,"Arizona","Maricopa",4558,2298,2260,9.1,74.2,1.8,4.2,6.8,0,3236,86304,13486,34547,2928,5.4,3.1,42.1,17.2,22.7,6.4,11.7,79.1,5.7,2.6,0,0.9,11.7,27.7,2282,79.6,14,6.4,0,2.2
